,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
266,595,2018-10-29 19:48:08,Running,2018-10-29 19:48:08,False,Longview Running,1.0,119,0:13:05,144,160,148,175,13:04,10:18,56,36,0.83,0,0,0,0,0,0,0,0,0,0,13:05,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:13:04,0 days 00:13:04,56.0,0.7236180904522613,6.73469387755102,4.591836734693878,6.735072654778086,9.30749623820027
267,596,2018-10-27 07:31:36,Running,2018-10-27 7:31:36,False,Cedar Park Running,13.09,"1,512",2:27:00,171,193,159,248,11:14,9:43,594,896,0.9,0,0,0,0,0,0,0,0,0,0,2:27:00,0:00,0,0:00,No,00:00.00,14,0,10,garmin,0,0 days 00:11:14,0 days 00:11:14,45.378151260504204,0.8592964824120602,7.833827893175075,5.3412462908011875,7.834117202054262,9.116896626952038
268,598,2018-10-25 18:38:13,Running,2018-10-25 18:38:13,False,Longview Running,1.14,121,0:15:03,130,143,161,167,13:12,11:19,49,7,0.76,0,0,0,0,0,0,0,0,0,0,15:03,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:13:12,0 days 00:13:12,42.982456140350884,0.6532663316582915,6.666666666666667,4.545454545454546,6.666887561807555,10.205466344613102
269,599,2018-10-23 17:28:16,Running,2018-10-23 17:28:16,False,Longview Running,3.01,313,0:31:36,157,178,166,182,10:31,8:56,105,217,0.92,0,0,0,0,0,0,0,0,0,0,1:7:36,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:31,0 days 00:10:31,34.88372093023256,0.7889447236180904,8.36767036450079,5.7052297939778125,8.367852984186248,10.606386903522697
270,601,2018-10-21 15:39:54,Running,2018-10-21 15:39:54,False,Longview Running,3.0,327,0:33:47,157,179,165,172,11:15,9:43,95,223,0.87,0,0,0,0,0,0,0,0,0,0,1:9:47,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:15,0 days 00:11:15,31.666666666666668,0.7889447236180904,7.822222222222221,5.333333333333333,7.822362902463597,9.91496953879144
271,603,2018-10-17 17:53:38,Running,2018-10-17 17:53:38,False,Longview Running,1.5,148,0:16:57,138,159,166,178,11:16,8:51,89,105,0.86,0,0,0,0,0,0,0,0,0,0,16:57,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:11:16,0 days 00:11:16,59.333333333333336,0.6934673366834171,7.8106508875739635,5.325443786982248,7.8111440309127165,11.263896102548047
272,604,2018-10-16 19:10:42,Running,2018-10-16 19:10:42,False,Longview Running,1.0,98,0:12:13,126,148,162,176,12:15,10:23,108,0,0.81,0,0,0,0,0,0,0,0,0,0,12:13,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:12:15,0 days 00:12:15,108.0,0.6331658291457286,7.183673469387755,4.8979591836734695,7.185176095165235,11.348016213792713
273,609,2018-10-14 19:52:58,Running,2018-10-14 19:52:58,False,Longview Running,2.0,191,0:21:22,149,164,166,178,10:42,8:46,302,240,0.91,0,0,0,0,0,0,0,0,0,0,21:22,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:10:42,0 days 00:10:42,151.0,0.7487437185929648,8.224299065420562,5.607476635514019,8.227661595485085,10.988621862426388
274,612,2018-10-08 17:46:39,Running,2018-10-08 17:46:39,False,Longview Running,3.0,298,0:35:06,141,164,158,172,11:42,9:47,43,220,0.87,0,0,0,0,0,0,0,0,0,0,1:11:06:00.000,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:42,0 days 00:11:42,14.333333333333334,0.7085427135678392,7.521367521367521,5.128205128205129,7.521395234943714,10.615302494707796
275,614,2018-10-05 17:47:07,Running,2018-10-05 17:47:07,False,Longview Running,8.01,867,1:42:56,159,186,141,242,12:51,9:33,210,377,0.9,0,0,0,0,0,0,0,0,0,0,1:42:56,0:00,0,0:00,No,00:00.00,9,0,10,garmin,0,0 days 00:12:51,0 days 00:12:51,26.217228464419478,0.7989949748743719,6.848249027237354,4.669260700389105,6.848333448644001,8.571184630692807
276,615,2018-10-03 17:59:42,Running,2018-10-03 17:59:42,False,Longview Running,3.0,322,0:35:49,156,180,160,167,11:57,10:32,59,164,0.84,0,0,0,0,0,0,0,0,0,0,1:11:49,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:57,0 days 00:11:57,19.666666666666668,0.7839195979899497,7.364016736401674,5.020920502092051,7.364067819465084,9.393907026112512
277,616,2018-10-01 19:15:43,Running,2018-10-01 19:15:43,False,Longview Running,3.0,323,0:32:41,157,176,163,176,10:54,9:31,82,79,0.9,0,0,0,0,0,0,0,0,0,0,1:8:41,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:54,0 days 00:10:54,27.333333333333332,0.7889447236180904,8.073394495412844,5.504587155963303,8.073502673829138,10.233293198038206
278,619,2018-09-26 16:51:12,Running,2018-09-26 16:51:12,False,Dallas Running,2.1,250,0:26:19,157,181,138,174,12:33,8:17,39,56,0.94,0,0,0,0,0,0,0,0,0,0,1:2:19,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:12:33,0 days 00:12:33,18.57142857142857,0.7889447236180904,7.011952191235058,4.780876494023904,7.011995565326126,8.887816035031205
279,629,2018-09-15 18:47:11,Running,2018-09-15 18:47:11,False,Longview Running,3.0,321,0:39:28,143,159,145,170,13:10,10:56,194,207,0.84,0,0,0,0,0,0,0,0,0,0,1:15:28,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:13:10,0 days 00:13:10,64.66666666666667,0.7185929648241206,6.6835443037974684,4.556962025316456,6.684045552955049,9.301573881384998
280,630,2018-09-14 18:24:29,Running,2018-09-14 18:24:29,False,Longview Running,2.0,226,0:24:31,153,169,150,226,12:16,10:29,49,39,0.88,0,0,0,0,0,0,0,0,0,0,1:0:31,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:12:16,0 days 00:12:16,24.5,0.7688442211055276,7.17391304347826,4.891304347826087,7.173990273845242,9.33087623853074
281,631,2018-09-14 17:40:45,Running,2018-09-14 17:40:45,False,Longview Running,3.13,355,0:41:24,146,180,136,168,13:12,10:16,92,112,1.0,0,0,0,0,0,0,0,0,0,0,1:17:24,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:13:12,0 days 00:13:12,29.39297124600639,0.7336683417085427,6.666666666666667,4.545454545454546,6.666769965285597,9.086898788300232
282,632,2018-09-11 17:42:57,Running,2018-09-11 17:42:57,False,Longview Running,3.0,336,0:31:49,163,187,164,172,10:37,9:09,85,69,0.93,0,0,0,0,0,0,0,0,0,0,1:7:49,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:37,0 days 00:10:37,28.333333333333332,0.8190954773869347,8.288854003139717,5.65149136577708,8.288973343917796,10.119666843187984
283,633,2018-09-10 17:50:32,Running,2018-09-10 17:50:32,False,Longview Running,4.28,438,1:00:20,139,170,134,248,14:07,8:41,253,266,0.85,0,0,0,0,0,0,0,0,0,0,1:00:20,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:14:07,0 days 00:14:07,59.112149532710276,0.6984924623115578,6.233766233766233,4.250295159386068,6.23415688802928,8.925159861279328
284,635,2018-09-06 19:40:55,Running,2018-09-06 19:40:55,False,Longview Running,1.0,104,0:13:45,133,155,124,239,13:47,10:18,33,26,0.94,0,0,0,0,0,0,0,0,0,0,13:45,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:13:47,0 days 00:13:47,33.0,0.6683417085427136,6.384522370012092,4.353083434099154,6.384647066496904,9.55296816716454
285,636,2018-09-06 19:08:05,Running,2018-09-06 19:08:05,False,Longview Running,2.03,232,0:23:21,160,183,161,168,11:31,10:34,62,66,0.87,0,0,0,0,0,0,0,0,0,0,23:21,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:31,0 days 00:11:31,30.54187192118227,0.8040201005025126,7.6410998552821985,5.209840810419681,7.641227689083905,9.503776938298106
286,644,2018-08-20 20:04:43,Running,2018-08-20 20:04:43,False,Longview Running,2.0,233,0:22:22,163,185,162,169,11:11,9:55,52,59,0.89,0,0,0,0,0,0,0,0,0,0,22:22,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:11:11,0 days 00:11:11,26.0,0.8190954773869347,7.868852459016393,5.365126676602086,7.8689478610483725,9.60687499600384
287,647,2018-08-12 07:41:30,Running,2018-08-12 7:41:30,False,Washoe County Running,5.0,544,0:57:49,154,175,162,178,11:33,9:24,154,213,0.86,0,0,0,0,0,0,0,0,0,0,2:9:49,0:00,0,0:00,No,00:00.00,6,0,10,garmin,0,0 days 00:11:33,0 days 00:11:33,30.8,0.7738693467336684,7.619047619047619,5.194805194805195,7.619177247574514,9.845560209528106
288,650,2018-08-06 19:21:05,Running,2018-08-06 19:21:05,False,Longview Running,2.0,244,0:24:01,164,183,161,171,12:01,9:55,52,59,0.83,0,0,0,0,0,0,0,0,0,0,1:0:01:00.000,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:12:01,0 days 00:12:01,26.0,0.8241206030150754,7.323162274618584,4.993065187239944,7.323251060698276,8.886140006579005
289,652,2018-08-01 19:59:50,Running,2018-08-01 19:59:50,False,Longview Running,1.0,105,0:09:45,157,185,169,178,9:45,8:56,30,30,0.98,0,0,0,0,0,0,0,0,0,0,9:45.4,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:09:45,0 days 00:09:45,30.0,0.7889447236180904,9.025641025641026,6.153846153846154,9.025786712110921,11.440328380318938
290,653,2018-07-31 18:13:39,Running,2018-07-31 18:13:39,False,Longview Running,3.0,381,0:35:47,168,185,161,184,11:56,7:11,128,131,0.84,0,0,0,0,0,0,0,0,0,0,1:11:47,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:56,0 days 00:11:56,42.666666666666664,0.8442211055276382,7.374301675977653,5.027932960893855,7.374542441003114,8.735321105712021
291,656,2018-07-25 19:49:57,Running,2018-07-25 19:49:57,False,Longview Running,1.33,152,0:15:16,156,181,163,175,11:30,9:35,26,30,0.86,0,0,0,0,0,0,0,0,0,0,15:16,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:11:30,0 days 00:11:30,19.548872180451127,0.7839195979899497,7.652173913043478,5.217391304347826,7.652226361041648,9.761493883636462
